yuktype	L1	L2	L3	L4	L5	m12sq	tbeta	Dm11sq	Dm22sq	Dm12sq	DL1	DL2	DL3	DL4	DL5	DT1	DT2	DT3	status_nlo_stability	status_ewsr	status_tracing	status_coex_pairs	runtime	status_crit_0	T_crit_0	omega_CB_crit_false_0	omega_1_crit_false_0	omega_2_crit_false_0	omega_CP_crit_false_0	omega_CB_crit_true_0	omega_1_crit_true_0	omega_2_crit_true_0	omega_CP_crit_true_0	status_bounce_sol_0	status_nucl_approx_0	T_nucl_approx_0	omega_CB_nucl_approx_false_0	omega_1_nucl_approx_false_0	omega_2_nucl_approx_false_0	omega_CP_nucl_approx_false_0	omega_CB_nucl_approx_true_0	omega_1_nucl_approx_true_0	omega_2_nucl_approx_true_0	omega_CP_nucl_approx_true_0	status_nucl_0	T_nucl_0	omega_CB_nucl_false_0	omega_1_nucl_false_0	omega_2_nucl_false_0	omega_CP_nucl_false_0	omega_CB_nucl_true_0	omega_1_nucl_true_0	omega_2_nucl_true_0	omega_CP_nucl_true_0	status_perc_0	T_perc_0	omega_CB_perc_false_0	omega_1_perc_false_0	omega_2_perc_false_0	omega_CP_perc_false_0	omega_CB_perc_true_0	omega_1_perc_true_0	omega_2_perc_true_0	omega_CP_perc_true_0	status_compl_0	T_compl_0	omega_CB_compl_false_0	omega_1_compl_false_0	omega_2_compl_false_0	omega_CP_compl_false_0	omega_CB_compl_true_0	omega_1_compl_true_0	omega_2_compl_true_0	omega_CP_compl_true_0	status_gw_0	T_star_0	T_reh_0	v_wall_0	alpha_PT_0	beta/H_0	kappa_col_0	kappa_sw_0	eps_turb_0	cs_f_0	cs_t_0	fb_col_0	h2Omegab_col_0	f_1_sw_0	f_2_sw_0	h2Omega_2_sw_0	f_1_turb_0	f_2_turb_0	h2Omega_2_turb_0	SNR(LISA-3yrs)_col_0	SNR(LISA-3yrs)_sw_0	SNR(LISA-3yrs)_turb_0	SNR(LISA-3yrs)_0	transition_history
1	6.5988043429793493	0.25816313230386811	1.1552755225215139	0.63841061951477795	-2.4041634579807449	4199.4688133038189	2.7057333328047863	13802.175363944854	1567.2206483816715	626.68062161188823	-0.69317512067739306	-0.092129062700644221	-0.17447367050651189	0	0.070843485453334701	1.1641532182693481e-09	0	0	success	non_bfb	success	success	57.139000000000003	success	142.15807433893548	1.2571019642098931e-09	1.3626431624121382e-07	1.7004452662229733e-07	5.4488061451487163e-10	9.6881650471807908e-10	65.908646726403276	128.90464047655826	2.7675369826862065e-10	success	success	139.1598676182017	1.2571019642098931e-09	1.3626431624121382e-07	1.7004452662229733e-07	5.4488061451487163e-10	3.9417696291265202e-11	71.059165068111739	145.92992852216756	-1.5910706679889417e-10	success	139.29130656348531	1.2571019642098931e-09	1.3626431624121382e-07	1.7004452662229733e-07	5.4488061451487163e-10	-6.0192098287874978e-10	70.888882572474955	145.33333728386276	4.4017838930251799e-10	success	138.77376269522296	1.2571019642098931e-09	1.3626431624121382e-07	1.7004452662229733e-07	5.4488061451487163e-10	2.840214863593418e-10	71.541066555047109	147.63181934448829	-4.7974722200118489e-11	success	138.72272875278765	1.2571019642098931e-09	1.3626431624121382e-07	1.7004452662229733e-07	5.4488061451487163e-10	1.8850573736036849e-10	71.60282987376425	147.85140745399303	2.4724873212115778e-10	success	138.77376269522296	138.77376269522296	0.94999999999999996	0.0015164083043435602	6870.6965358055913	0	0.002393567671931694	0.10000000000000001	0.57747454541428278	0.57666890926514702	0.017521225377850533	0	0.0078336088263360887	0.049834641218675556	7.5443984032045087e-22	7.9087900100244678e-06	0.086169697089696962	1.1547591741951822e-27	0	1.4950404889845965e-09	7.8665033726902418e-15	1.4950470547741517e-09	0-(0)->1
1	8.0652053080858703	0.25816313230386811	1.1552755225215139	0.78027964607361755	-2.4041634579807449	4199.4688133038189	3.3070074067614059	16238.931595855964	1630.3667434043989	715.61829015082515	-0.9088987734288726	-0.091456912545364297	-0.20876303801304605	0	0.087812016823750214	0	0	0	success	non_bfb	success	no_coex_pair	5.4699999999999998	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	not_set
1	6.5988043429793493	0.31553271726028331	1.1552755225215139	0.63841061951477795	-1.967042829256973	4199.4688133038189	2.7057333328047863	11115.597661665959	943.29844933473419	306.12143713668053	-0.36710800414288192	-0.066301756286288038	-0.093021851536244038	0	0.037571261705675263	0	0	0	success	non_bfb	success	no_coex_pair	5.1479999999999997	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	not_set
1	8.0652053080858703	0.31553271726028331	1.1552755225215139	0.78027964607361755	-1.967042829256973	4199.4688133038189	3.3070074067614059	13081.07664430299	1054.9275726464227	376.62359648712714	-0.41420726998535562	-0.065672507285042106	-0.111835707452587	0	0.045725690393100878	0	0	0	success	non_bfb	success	no_coex_pair	5.4180000000000001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	not_set
1	6.5988043429793493	0.25816313230386811	1.4120034164151838	0.63841061951477795	-2.4041634579807449	5132.6841051491128	2.7057333328047863	14826.847160357456	1991.4111323678112	841.55339050136456	-0.82431999200017569	-0.10161301636597564	-0.19885358807054526	0	0.095086355521668789	0	0	0	success	non_bfb	success	no_coex_pair	5.6929999999999996	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	not_set
1	8.0652053080858703	0.25816313230386811	1.4120034164151838	0.78027964607361755	-2.4041634579807449	5132.6841051491128	3.3070074067614059	17496.648838551129	2058.0234258362138	919.3742408347905	-1.1496222815071053	-0.10132531691799844	-0.23760907377149687	0	0.11510822430964618	0	0	0	success	non_bfb	success	no_coex_pair	5.5990000000000002	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	not_set
1	6.5988043429793493	0.31553271726028331	1.4120034164151838	0.63841061951477795	-1.967042829256973	5132.6841051491128	2.7057333328047863	12032.792044782391	1303.3275298859958	457.51302835458029	-0.49311618978833205	-0.072589343492893602	-0.11222884281273651	0	0.055347686857460048	0	0	0	success	non_bfb	success	no_coex_pair	5.1120000000000001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	not_set
1	8.0652053080858703	0.31553271726028331	1.4120034164151838	0.78027964607361755	-1.967042829256973	5132.6841051491128	3.3070074067614059	14257.403686223442	1425.5571446389811	528.24156029054132	-0.65069995116242851	-0.072501090186040784	-0.13550039636275671	0	0.066803647468131902	0	0	0	success	non_bfb	success	no_coex_pair	5.6539999999999999	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	not_set
1	7.2998258717148792	0.28604208167575323	1.2768226464606736	0.71866106044429912	-2.1691390024495405	4782.7283707071274	3.0635953109636573	13829.588570754942	1457.1314382070789	552.96439769826611	-0.64099866705132513	-0.080863429299073031	-0.15350392481217631	0	0.067095465231650678	0	0	0	success	non_bfb	success	no_coex_pair	5.5460000000000003	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	not_set
1	7.2676469178971495	0.28523623856943076	1.2700058234529985	0.72797698809440059	-2.152674861280222	4899.3802821877889	3.1208202521442185	13591.459864988659	1421.7953760090311	516.23864287662843	-0.60917599150829604	-0.07974388759445461	-0.14994565679787569	0	0.063190640434516387	0	0	0	success	non_bfb	success	no_coex_pair	5.452	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	not_set
